,N,P,K,temperature,humidity,ph,rainfall,label,Total_NPK,N_to_P_ratio,N_to_K_ratio,ph_category
0,1.0687973987858208,-0.34455074861946233,-0.10168750234285244,-0.9355869259076098,0.47266645756791276,6.502985292000001,1.8103605001948384,0,0.28706156490152573,0.17147765316163321,0.2803090854117192,1
1,0.9333288740624319,0.14061551873812936,-0.1411847666709378,-0.7596460261263331,0.3970512469186057,7.038096361,2.242057909538095,0,0.3997016557665715,-0.09179737848438574,0.2671373793338415,1
2,0.25598625044548734,0.049646843608580925,-0.08193887017880977,-0.5158981414813986,0.48695381219886713,7.840207144,2.921066034515692,0,0.08681251447477771,-0.23740373601514456,-0.20362223903163598,2
3,0.6352981196709763,-0.5568109905884087,-0.16093339883498045,0.1728070378828599,0.38980549267194176,6.980400905,2.5370480328062364,0,-0.03834314204193981,0.1603721929333514,0.11906875590317871,1
4,0.7436729394496874,-0.34455074861946233,-0.12143613450689511,-1.08364706156879,0.4547916289680062,7.628472891,2.8983726728997685,0,0.12435921142979298,0.06042344221258935,0.12380789095968922,2
5,0.4998295949475874,-0.4961652071687097,-0.12143613450689511,-0.505312751519144,0.5340972847724778,7.073453503,2.6861213233058905,0,-0.05085870769361156,0.06342488405118514,-0.018365722367093777,1
6,0.4998295949475874,0.049646843608580925,-0.20043066316306582,-0.5742913207054149,0.5012695767796143,5.70080568,3.055027135535316,0,0.12435921142979298,-0.17379995707398677,0.09637084766770382,0
7,1.177172218564532,-0.010998939811118037,-0.16093339883498045,-1.0544982310358721,0.512711020611868,5.718627177999999,2.5208532056094395,0,0.4372483527215868,0.027945357982277562,0.4508071830497397,0
8,1.041703693841143,0.019323951898731442,-0.20043066316306582,-0.21735150114280835,0.5415145284252698,6.685346424,2.311047565493567,0,0.3621549588115563,-0.020810622642033892,0.4455691874377909,1
9,0.4727358900029096,0.14061551873812936,-0.20043066316306582,-0.47253804719810333,0.5189620775395833,6.336253525,2.142936010711277,0,0.14939034273313648,-0.20572368857874787,0.07891093067919958,0
10,1.0958911037304986,-0.010998939811118037,-0.16093339883498045,0.17994542468201027,0.4463754150700911,5.386167788,2.9329071753597935,0,0.3997016557665715,0.005944050952326228,0.4010464189777555,0
11,1.0687973987858208,-0.2232591817800644,-0.12143613450689511,-0.3234034789212394,0.44786145981332975,7.50283396,2.6684354493681046,0,0.324608261856541,0.09905100959196189,0.3133727087287331,2
12,0.7436729394496874,0.14061551873812936,-0.08193887017880977,0.23398110570686714,0.42253354547776106,5.108681786,3.2936545330358116,0,0.3496393931598845,-0.1387082120526525,0.06780011662060222,0
13,1.1500785136198541,0.07996973531843041,-0.23992792749115116,-0.31629368021281684,0.47509820182257806,6.98435366,1.4889862319641058,0,0.4122172214182433,-0.01592628939211135,0.6056184014408738,1
14,1.177172218564532,-0.10196761494066647,-0.22017929532710848,0.009798961318188814,0.41251511410106834,6.94801983,1.9314147556742225,0,0.3621549588115563,0.0693078069260962,0.5772263873355359,1
15,0.25598625044548734,-0.16261339836036545,-0.18068203099902314,-0.2635306620553619,0.3961802092781758,7.042299068999999,2.322697185211281,0,-0.06337427334528331,-0.17556674159394833,-0.08762980909284106,1
16,0.9333288740624319,-0.46584231545886023,-0.1411847666709378,-0.7958614107694351,0.5079616350903209,6.2490506560000005,3.1520386656675674,0,0.14939034273313648,0.20800862181498816,0.2671373793338415,0
17,1.0958911037304986,-0.5568109905884087,-0.18068203099902314,-0.35995834936391546,0.4014780671721616,6.970859754,1.8708863903534874,0,0.16190590838480823,0.3491643425566259,0.43974922555439105,1
18,0.7165792345050096,-0.46584231545886023,-0.23992792749115116,-0.7409222963007539,0.3913302035558717,5.953933276,2.2038290220065724,0,-0.013312010738596306,0.12617920527181786,0.3107398077238895,0
19,1.0146099888964653,-0.5568109905884087,-0.16093339883498045,-0.4023246060206703,0.5438680683819721,5.85393208,3.4185447528580655,0,0.13687477708146473,0.31584808085840105,0.35128565490577124,0
20,1.041703693841143,-0.2535820734899139,-0.23992792749115116,-0.8476285488705975,0.4040201859933811,6.442475375,1.492992614856599,0,0.22448373664316698,0.10731301014888024,0.5318987530116277,0
21,0.6894855295603318,-0.4051965320391613,-0.10168750234285244,-0.09062314970899395,0.522731734237006,5.070175667,2.328120367262046,0,0.08681251447477771,0.07708156506315647,0.06429336164159245,0
22,0.44564218505823183,0.17093841044797883,-0.1411847666709378,-0.7246431139063119,0.4264418388844951,6.012632591,2.000011712604836,0,0.18693703968815173,-0.2200354670215698,-0.0241451438392512,0
23,0.8791414641730764,-0.3748736403293118,-0.10168750234285244,-0.9014558724316065,0.5030208533853583,6.254028451,2.3594833153221466,0,0.18693703968815173,0.12543078063770038,0.17230122352665583,0
24,1.285547038343243,-0.19293629007021493,-0.22017929532710848,-0.4212127000843193,0.4425617361363141,7.375482851,2.1947855714290325,0,0.374670524463228,0.14903054594496432,0.6489536133727544,1
25,0.41854848011355406,-0.010998939811118037,-0.1411847666709378,-0.10678479560439068,0.40622729635070476,7.778915154,2.794389402856686,0,0.09932808012644946,-0.17740017429726784,-0.04032750623775637,2
26,1.2584533333985652,0.17093841044797883,-0.10168750234285244,0.1467680812112421,0.564373833904118,6.2865001760000006,3.0556414361858066,0,0.5874351405416478,-0.02239660346875199,0.3883169472967826,0
27,1.2584533333985652,-0.10196761494066647,-0.1411847666709378,-0.21471527543238098,0.4071749811487219,7.070959995,2.8537116872114874,0,0.4497639183732585,0.09262919211382893,0.4613257281159035,1
28,0.25598625044548734,-0.13229050665051595,-0.08193887017880977,-0.9561262315887107,0.5847571913902976,6.244841491,2.4863987637230927,0,0.0117191205647472,-0.18548229441449363,-0.20362223903163598,0
29,0.9062351691177541,-0.071644723230817,-0.2596765596551938,-0.6547369221130126,0.41163070733677226,6.043304899,1.7201551343696106,0,0.22448373664316698,-0.021234038939239742,0.4839809688949672,0
30,0.6082044147262985,0.11029262702827988,-0.1411847666709378,-0.8236294066936031,0.6047949576085686,5.824709117,3.0709857430903917,0,0.23699930229483873,-0.16363326798563577,0.0729490305517798,0
31,1.1229848086751764,-0.5568109905884087,-0.16093339883498045,-0.6788856693064965,0.39757365493556845,6.3573893660000005,1.7585412074334552,0,0.18693703968815173,0.360269763122701,0.4176333403350836,0
32,0.9333288740624319,-0.4961652071687097,-0.18068203099902314,-0.21498971754788324,0.5056472595053196,6.364134967999999,2.2060258411969382,0,0.11184364577812123,0.23150692764709968,0.33767586400976546,0
33,1.285547038343243,-0.010998939811118037,-0.20043066316306582,-1.056605362750975,0.45632268072881854,5.01450727,3.038954361128983,0,0.4622794840249303,0.05728043402221262,0.6027084403343301,0
34,1.0146099888964653,0.019323951898731442,-0.08193887017880977,0.023542350633521263,0.5571239415097307,6.149410611,2.359930220396707,0,0.424732787069915,-0.028008581139945803,0.218590314205179,0
35,1.2042659235092097,0.049646843608580925,-0.12143613450689511,0.2329032440215007,0.47919616220519573,5.950660556,1.635859070609037,0,0.4998261809799455,0.009944293200469018,0.39235804946583475,0
36,1.3126407432879208,0.11029262702827988,-0.2596765596551938,0.2254372052686653,0.4355842278475922,5.960370061,3.0727726863590066,0,0.4873106153282738,0.013663816743605003,0.768328182008193,0
37,1.2042659235092097,-0.43551942374901076,-0.23992792749115116,-0.3462529148722775,0.524320918190261,5.561398642,3.3084492283790365,0,0.22448373664316698,0.28537939064035794,0.6424782256554967,0
38,0.25598625044548734,-0.31422785690961286,-0.08193887017880977,-0.9079917543052934,0.5153226258115465,7.416245107000001,3.547820745141535,0,-0.06337427334528331,-0.1190711515508009,-0.20362223903163598,1
39,0.3372673652795207,-0.2839049651997634,-0.1411847666709378,-0.28508200155534563,0.550209585012247,5.583370042,2.7949439283427773,0,-0.05085870769361156,-0.10489588851801765,-0.08887459343327186,0
40,0.31017366033484295,-0.34455074861946233,-0.23992792749115116,-0.5599705736340412,0.47556181947899406,6.430010215,2.6435944533084315,0,-0.1509832329069856,-0.08764883905280256,0.03429112611421695,0
41,0.3643610702241985,-0.2535820734899139,-0.10168750234285244,0.0026779134439616874,0.5412093378967243,5.534878156,1.937115397935009,0,-0.0007964450869245532,-0.10862573679074805,-0.12086297301851642,0
42,0.8791414641730764,0.20126130215782834,-0.23992792749115116,-0.003791427490572247,0.38920932175625317,6.903985986,1.7721294705561266,0,0.3371238275082128,-0.12374141920500029,0.42131928036775856,1
43,0.8520477592283985,-0.4051965320391613,-0.16093339883498045,-0.3526981654071353,0.598947443987341,6.271478837999999,3.550701222300014,0,0.12435921142979298,0.13538502511731584,0.25176412676180304,0
44,0.9333288740624319,-0.041321831520967515,-0.0621902380147671,0.13773781385506995,0.48903061425665845,7.224285503,2.949664095486769,0,0.374670524463228,-0.026070673762004712,0.14487066838218288,1
45,1.0958911037304986,-0.5568109905884087,-0.20043066316306582,-0.14201435826886027,0.4063157739115036,6.13428721,1.459902746208491,0,0.14939034273313648,0.3491643425566259,0.48048902141479966,0
46,0.6894855295603318,-0.13229050665051595,-0.12143613450689511,-0.12986709620104045,0.5839435675731633,5.206373153,1.701534622848075,0,0.18693703968815173,-0.0585631918700396,0.0922137546648485,0
47,0.6352981196709763,-0.43551942374901076,-0.20043066316306582,-0.4691482557713249,0.5889925799687783,7.782051312999999,2.3583506356518926,0,-0.013312010738596306,0.07608491999269858,0.18367043261022561,2
48,0.7707666443943652,-0.31422785690961286,-0.18068203099902314,-0.7802241438985498,0.41457071281286934,7.062779015,1.9537501433333875,0,0.11184364577812123,0.052675477960907637,0.2356025024651399,1
49,1.0146099888964653,0.049646843608580925,-0.0621902380147671,-0.19373360198490058,0.40127368059232765,7.730367824,2.734628645358168,0,0.4497639183732585,-0.039525312642653715,0.18910245989705166,2
50,0.25598625044548734,-0.5264880988785592,-0.10168750234285244,-0.4316016000082146,0.5203042215764565,5.286203711000001,2.119197005951925,0,-0.16349879855865734,-0.013612724127092739,-0.18258175123855266,0
51,0.6894855295603318,0.20126130215782834,-0.18068203099902314,-1.1003895772512724,0.39831421625266394,6.766240045,1.9131066496474356,0,0.28706156490152573,-0.1690885585816072,0.18456582169282712,1
52,1.1500785136198541,0.07996973531843041,-0.12143613450689511,-0.34745078807069324,0.482684344439661,7.382762603,1.6676618531520018,0,0.4873106153282738,-0.01592628939211135,0.3607639131709942,1
